URL,Manufacturer,Additional Descriptions,Product Description,Data ASIN
https://www.amazon.in//Number-Backpack-Compartment-Charging-Organizer/dp/B09VTC876Z/ref=sr_1_79?crid=2M096C61O4MLT&keywords=bags&qid=1685024283&sprefix=ba%2Caps%2C283&sr=8-79,FUR JADEN,"['Care Instructions: Wipe with Damp Cloth', 'Number Lock: This Fur Jaden Anti Theft laptop backpack comes equipped with a Number Lock. This helps keep your laptop and other belongings safe when you need to leave your bag unattended in a public space. The number lock sequence can be changed and customised by your directly.<br>', 'USB Charging Port: Now charge your devices on the go with your new Fur Jaden backpack without the hassle of carrying a bulk power bank in your pocket/ hand at all times.<br>', 'Ergonomic Design: This backpack has been designed to ensure equal weight distribution on your shoulders along with padded shoulder straps and breathable air mesh on the back.<br>', 'Dimension: 42 CM (L) x 30 CM (W) x 18 CM (D). Storage Capacity: 25L. Weight: 600 Grams; Warranty: 1 Year Manufacturer Warranty against Manufacturing Defects<br>', 'Lining Description: Polyester; Age Range Description: Adult; Closure Type: Zipper<br>']",,B09VTC876Z
https://www.amazon.in//Nivia-Deflate-5180BK-Polyester-Round/dp/B07222KX3S/ref=sr_1_80?crid=2M096C61O4MLT&keywords=bags&qid=1685024283&sprefix=ba%2Caps%2C283&sr=8-80,No,"['Strong stitching at major stress points provide long-lasting durability against daily activities', 'Main compartment with zip closure', ""Lightweight and fold-able, It's easy to fold up into small compact space."", 'Can be folded and inserted in the inner pocket with double sided runner', 'Optimum quality of accessories and zipper for smoother functioning and high durability']",,B07222KX3S
https://www.amazon.in//Ritzy-Waterproof-Hi-Quality-External-Resistant/dp/B09Q172X7J/ref=sr_1_81?crid=2M096C61O4MLT&keywords=bags&qid=1685024283&sprefix=ba%2Caps%2C283&sr=8-81,Walkent,"['Care Instructions: Wipe with Damp Cloth', 'WALKENT Ritzy Laptop Bag elevates your professional look - the perfect blend of style and function for Men & Women', 'Ritzy Laptop Bag is designed with a water-resistant & scratch-resistant outer layer and high-quality vegan leather, this bag offers maximum protection for your laptop and other essentials', 'With multiple compartments, cushioned laptop compartment, side bottle pockets, and anti-theft pockets, you can stay organized and secure on the go', 'Enjoy ultimate comfort with the cushioned and padded shoulder straps and back, as well as the durable leather handle. Apt for use in office, college or travel', 'Ideal for 15.6 inch laptops and 10.2 inch tablets, the Walkent Ritzy laptop bag is the ultimate accessory for professionals and students alike who demand style and functionality in their everyday lives']",,B09Q172X7J
https://www.amazon.in//SFANE-Duffel-Shoulder-Women-Compartment/dp/B07ZC77WTW/ref=sr_1_82?crid=2M096C61O4MLT&keywords=bags&qid=1685024283&sprefix=ba%2Caps%2C283&sr=8-82,14-Oct-19,"['Premium Durable Material - Travel duffel bag is made of high quality,durable material.', 'Separate Shoes Compartment - Built-in extra shoes compartment with exterior zippers to keep your shoes and clean sport gears separate.', 'Multi-Purpose & Any Occasions - Perfect Duffle Bag for hiking, family holiday, vacation, sports, a short trip, gym, work, beach, used as a overnight bag, a short journey bag, a weekender bag, gym bag, sports duffel bag.', 'Detachable Belts - Removable Belts for Multi-Purpose use.', 'Abundance of Storage - Large capacity,meet your requirement for sure and keep your stuff in order. What an amazing design for Sport Bag!']",,B07ZC77WTW
https://www.amazon.in//Kore-K-REGULAR-GYM-BAG-Regular-Gym-Bag/dp/B09VLK27NF/ref=sr_1_83?crid=2M096C61O4MLT&keywords=bags&qid=1685024283&sprefix=ba%2Caps%2C283&sr=8-83,Regular (Black),"['This lightweight gym bag will stylishly carry your workout clothes and other essentials from your home to gym sport', 'This is the perfect value bag intended use for athletic, gym, travel, camping, hiking, weekend and carry on or overnight as it is spacious as well as functional', ""With a perfect combination of style and durability, you just can't go wrong with this bag""]",,B09VLK27NF
https://www.amazon.in//Sfane-Women-Trendy-Black-Duffel/dp/B07GCR84D9/ref=sr_1_84?crid=2M096C61O4MLT&keywords=bags&qid=1685024283&sprefix=ba%2Caps%2C283&sr=8-84,10-Aug-18,"['Premium Durable Material - This bag is made of high quality,durable material.', 'Multi-Purpose & Any Occasions - Perfect Duffle Bag for hiking, family holiday, vacation, sports, a short trip, gym, work, beach, used as a overnight bag, a short journey bag, a weekender bag, gym bag, sports duffel bag.']",,B07GCR84D9
https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo4Mzg1OTE3NTcyNDQwNDE3OjE2ODUwMjQyODM6c3BfYnRmOjIwMTUyNTgwODE2Njk4OjowOjo&url=%2FHEROZ-Hammer-Backpack-Resistant-Durable%2Fdp%2FB07M82M8G7%2Fref%3Dsr_1_85_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685024283%26sprefix%3Dba%252Caps%252C283%26sr%3D8-85-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1%26smid%3DAGHKR430JFM4U,"Heroz, A. H, Creation A-630 Prem Nagar Nabi Karim Pahar Ganj New Delhi 110055","['Material: Nylon, Inner Material: Polyester, Capacity: 50 Liters, Color: Grey & Navy Blue, Special Features: Back Padding, Chest Strap, Earphone Cord Support, Hip Belt, Integrated Rain Cover, Laptop Compartment, Telescope Handle, Water Bottle / Umbrella Pouch, Zip Closure, Padded Handles, Shoulder Strap,<br> <br>', 'Water Resistant; 2 compartments and 6 pockets Backpack with glossy finis<br>; Separate laptop compartment<br> <br>', 'Internal compartments with organizer pockets and internal divider for organization<br> <br>', 'Pocket Description: Utility Pocket; Age Range Description: Adult; Style Name: Travel Backpacks; Closure Type: Zipper Snap <br>', 'Warranty Description: 1. Year Manufacturer Warranty; Pattern Name: Solid; Compartment Description: Greater Than 17 Inches <br>']",,B07M82M8G7
https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo4Mzg1OTE3NTcyNDQwNDE3OjE2ODUwMjQyODM6c3BfYnRmOjIwMTUzMDIzNjMyMzk4OjowOjo&url=%2FWALKENT-Flair-Expandable-Anti-Theft-Waterproof%2Fdp%2FB09BVSNMS2%2Fref%3Dsr_1_86_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685024283%26sprefix%3Dba%252Caps%252C283%26sr%3D8-86-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"Walkent (OEM Guangzhou Leading Wolf Leather Products Co.,Ltd), Walkentstore@gmail.com, Contact: +91 8001655655","['Waterproof and scratch-resistant outer material for added protection', 'Built-in anti-theft combination lock to keep your valuables secure', 'Side Bottle Pockets, Multiple compartments and expandable storage for maximum organization', 'Versatile carrying options with three different ways to carry the backpack', 'Cushioned laptop compartments and padded shoulder straps and back for added comfort']",,B09BVSNMS2
https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo3NTE5ODM1NDk2MDkwMjg4OjE2ODUwMjQyODY6c3BfYXRmX25leHQ6MjAxMjc2ODM4NzIzOTg6OjA6Og&url=%2Fuppercase-Professional-Backpack-resistant-sustainable%2Fdp%2FB0BXFDK5J2%2Fref%3Dsr_1_81_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685024286%26sprefix%3Dba%252Caps%252C283%26sr%3D8-81-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,Acefour Accessories Pvt. Ltd.,"['Care Instructions: Wipe with Damp Cloth', 'Handcrafted with care and made up of premium quality robust material', 'GRS certified for sustainability; The GRS (Global Recycled Standard) is intended for use with any product that contains at least 50% Recycled Material (License No. CMPY-158596); 750 days of international warranty', 'Padded laptop compartment fits up to 15.6"" Laptop, Tablet Sleeve; Back padding with Air mesh; Front access pocket for you to easily carry important small items with a bottle holder on the side', 'Wrinkle free bag and 3x more water resistant with Rainproof zippers; Trolley sleeve to securely place the bags on the luggage; Top Gadget Pocket; Internal Organiser']",,B0BXFDK5J2
https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo3NTE5ODM1NDk2MDkwMjg4OjE2ODUwMjQyODY6c3BfYXRmX25leHQ6MjAxMDIyMjg5MTc5OTg6OjA6Og&url=%2Fuppercase-Backpack-2500EBP2-repellent-sustainable%2Fdp%2FB0BNVXG27V%2Fref%3Dsr_1_82_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685024286%26sprefix%3Dba%252Caps%252C283%26sr%3D8-82-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,Acefour Accessories Pvt. Ltd.,"['Care Instructions: Wipe with Damp Cloth', 'Handcrafted with care and made up of premium quality recycled material', 'Trolley sleeve to securely place the bags on the trolley bag; Quilted and Foam Padded Design', 'Spacious Main compartment with a wet pouch for toiletries inside', 'Separate Padded laptop compartment fits up to 15 inch Laptop; comfortable padded shoulder strap;\xa0Back padding with Air mesh', 'GRS certified for sustainability; The GRS (Global Recycled Standard) is intended for use with any product that contains at least 50% Recycled Material (License No. CMPY-158596)']",,B0BNVXG27V
https://www.amazon.in//HAMMONDS-FLYCATCHER-Genuine-Shoulder-Messenger/dp/B07P2TQH78/ref=sr_1_83?crid=2M096C61O4MLT&keywords=bags&qid=1685024286&sprefix=ba%2Caps%2C283&sr=8-83,Hindustan Foam,"['GENUINE LEATHER: This laptop bag for men / office bag for men is made of 100% Full Grain Genuine Leather. We will gladly reward 100 Times the value of the product upon certification from any accredited labs like ""SGS"" or ""CLRI"" if proven otherwise.', ""FEATURES OF LAPTOP BAG FOR MEN: Fits up Upto 16 Inch Laptop | Padded & adjustable shoulder Straps | Padded Laptop Compartment | 1 Main Compartments | Brand's Brass Rivits | Heavy Duty Antirust Metal Fittings | Brand's Jacquard Fabrics | Brand's zippers & sliders | Stitched by a quality nylon thread. | 2 Grab Handles | Dimension: L - 40 B - 8 H - 30 cm | Water Resistance Level: Water Resistant"", 'DESIGN DECENCY OFFICE BAG FOR MEN: This Hammonds Flycatcher genuine leather bag for men is designed by our professional designers which set you apart and outstandingly positioned in the crowd, makes you stand out an organized person. These are not Vegan Leather which will contain shine on its surface. Start your journey now with this leather bag for men as a messenger bag, shoulder bag, office bag , briefcase or laptop bag. Suitable for your school, office, college, & business for everyday use.', 'MULTI-FUNCTIONAL COMPARTMENT: Roomy compartments in Flycatcher office bag for men provides separated space for your 16” Laptop/MacBook/notebook files, pens, wallet and all your items. This office bags for men has padded laptop compartment that offers perfect protection for your laptop from accidental bumps and shocks.', ""PERFECT GIFT: This office bag for men is a great gifts for men / gift idea for Father's Day, Birthdays, Valentine's Day, Christmas, Graduation, Back To College Or Any Occasion Which Calls For A Gift. The Leather laptop bag makes a great gift for professionals, artists, students, and all sorts of officials.""]",,B07P2TQH78
https://www.amazon.in//Gear-Vintage2-Leather-Backpack-LBPVG2LTH0101/dp/B07G44G1DC/ref=sr_1_84?crid=2M096C61O4MLT&keywords=bags&qid=1685024286&sprefix=ba%2Caps%2C283&sr=8-84,Gear Merchandise PVT LTD,"['Outer material: synthetic, color: black; Waterproof', 'Capacity: 28 liters; Weight: 600 grams; Dimensions: 48 cms x 33 cms x 18 cms (LxWxH)', 'Number of compartments: 2', 'Laptop compatibility: yes, laptop size: 16strap type: adjustable', 'Special Features: Back Padding; Age Range Description: Adult; Pocket Description: Utility Pocket; Closure Type: Zipper', 'Concealed quick access Pockets on back panel ,Adjustable Anti sweat padded Shoulder straps , Padded Laptop sleeve,3 External Pockets, Padded Back Panel Cushioned with Anti Sweat Fabric,Embedded Organizer , USB and Headphone cable slot .']",,B07G44G1DC
https://www.amazon.in//Bagneeds-Synthetic-Leather-Briefcase-Messenger/dp/B0855F8174/ref=sr_1_85?crid=2M096C61O4MLT&keywords=bags&qid=1685024286&sprefix=ba%2Caps%2C283&sr=8-85,Bagneeds,"['Suitable for a short business trip or a quick weekend getaway. Size In inches?17""L*4.5""W*12.4""H. weight: 800grm', 'Laptop padding? The laptop padding fits 15.6 inch laptop for business travel. Other compartment fits 17inch Laptop. Large capacity and front and interior pockets organization for all your business needs.', 'Removable, adjustable padded shoulder strap', 'HIGH QUALITY MATERIAL: Made from Premium and Rich quality PU Leather Fabric with Durable Polyester lining.', 'PERFECT GIFT :With a mutlipurpose use and a classy distressed Vintage inspired look which never goes out of style , This bag is a great gift idea for Fathers Day , Birthdays , Valentines Day , Christmas, Graduation, Back To College Or Any Occasion Which Calls For A Gift . Makes a great gift for professionals, artists , students and all sorts of officials. The bag can be used as a Leather messenger bag for men and women ,laptop bags briefcase , college bag, meeting bag, gift idea']",,B0855F8174
https://www.amazon.in//Safari-Spartan-Water-Resistant-Backpack/dp/B09B26MB5M/ref=sr_1_86?crid=2M096C61O4MLT&keywords=bags&qid=1685024286&sprefix=ba%2Caps%2C283&sr=8-86,Safari Industries,"['Lightweight yet durable backpack/daypack for school use or everyday outings', 'Front storage pocket keeps smaller items neatly organized and easy to access', 'Mesh pockets on both sides to accommodate your water bottle and umbrella', 'Mesh Padding on back & shoulder strap to provide comfort & better back support; 1-year International Warranty against manufacturing defects', 'Lining Description: Polyester; Closure Type: Zipper; Age Range Description: Adult']",,B09B26MB5M
https://www.amazon.in//TRUE-HUMAN-Anti-Theft-backpack-combination/dp/B09VCHV6T5/ref=sr_1_87?crid=2M096C61O4MLT&keywords=bags&qid=1685024286&sprefix=ba%2Caps%2C283&sr=8-87,B09VCHV6T5,"['» Superior & Durability: Made of durable and Eco-friendly water resistant oxford textile fabric,which keeps your files and stuffs dry inside. This backpack can hold up to 15.6"" laptop from most brands, but it may not be suitable for all brand 15.6"". Since there maybe exist slight size difference among different laptop brands.', '» PREMIUM MATERIAL: Made from high quality, waterproof Polyester material in grey color. Premium quality smooth zippers, pullers, buckles.']",,B09VCHV6T5
https://www.amazon.in//BennettTM-Shoulder-Messenger-Repellent-Charcoal/dp/B09CV24TMK/ref=sr_1_88?crid=2M096C61O4MLT&keywords=bags&qid=1685024286&sprefix=ba%2Caps%2C283&sr=8-88,"Texcoco Enterprices, 9958166528, ?Texcoco Enterprices, 9958166528","['PREMIUM QUALITY MATERIAL: This laptop computer briefcase is made of high-quality water repellent fabric, and well-made of foam pad inside. The laptop briefcase equipped with a removable shoulder strap and a soft carry handle, you can easily switch the carry way you want.', 'LIGHTWEIGHT AND MULTIFUNCTIONAL: It provide a removable shoulder strap, can be use as shoulder bag or handbag base on your need; top handle strap, and comes with adjustable strap with. It will be a good partner for your daily use or business trip.', 'EXCELLENT DETAILS: The laptop bag with exquisite zippers, durable hook of strap and soft handle, which make it more comfortable to carry and use. Ensure a secure and long-lasting usage everyday as office work bag, travel laptop briefcase, business laptop case, college laptop bag.', 'DIMENSION: External: 16 x 12 x 3 inch; Dimension: 16.5 x 11.5 x 2.5 inch. Suitable for 14-15.6 inch: Dell, Acer, ASUS, Samsung, HP and other brand laptops.(Please allow a little size different because of manual measurement). Great gifts choice for birthday, work anniversary.', ""BENNETT Warranty: Exchange within (6 months) if you don't like. If any problems, please do not hesitate to contact us. We will provide the best solution for you.""]",,B09CV24TMK
https://www.amazon.in//ADISA-Women-Girls-Floral-SL5072-CRE_Cream/dp/B09B56BCXR/ref=sr_1_89?crid=2M096C61O4MLT&keywords=bags&qid=1685024286&sprefix=ba%2Caps%2C283&sr=8-89,ADISA,"['No of Compartments: 2', 'No of Pockets: 1', 'Closure: Magnetic', 'Dimensions: LxWxH - 7.25 x 3 x 5.75 inches']",,B09B56BCXR
https://www.amazon.in//FATMUG-Foldable-Luggage-Packing-Storage/dp/B07YFNXC3H/ref=sr_1_90?crid=2M096C61O4MLT&keywords=bags&qid=1685024286&sprefix=ba%2Caps%2C283&sr=8-90,Stoned Walls,"['DURABLE AND ULTRALIGHT: Made from water repellent and tear resistant fabric yet Weighs only 630 gms', 'FOLDABLE AND SPACIOUS: Capacity 60L. Unfolded Size: 22.5x14x11 inch, Folded Pouch Size: 11x11 inch', 'VERSATILE: Perfect for use as a gym bag, sports bag, storage bag, weekender bag or Just-In-Case bag', 'EVERYTHING ORGANIZED: A shoe compartment and 4 outer zippered pockets for easy access to essentials', 'JUST WHEN YOU NEED IT: Simply unfold the pouch to use as a luggage bag in case your suitcase swell']",,B07YFNXC3H
https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo3NTE5ODM1NDk2MDkwMjg4OjE2ODUwMjQyODY6c3BfbXRmOjIwMTIzNDg0NTE4MDk4OjowOjo&url=%2FHEROZ-Hammer-Durable-Travel-Laptop%2Fdp%2FB07MGDFT9C%2Fref%3Dsr_1_91_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685024286%26sprefix%3Dba%252Caps%252C283%26sr%3D8-91-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1%26smid%3DAGHKR430JFM4U,"Heroz, A-630, Amar puri, Krishna Basti, Ram Tirath nagar. Pahar Ganj. New Deihi. 110055","['Warranty type: Manufacturer, 1 year domestic warranty<br> <br>', 'Special Features: Laptop Compartment; Pocket Description: Utility Pocket; Age Range Description: Adult; Closure Type: Zipper Snap; Pattern Name: Solid; Warranty Description: 1. Year Manufacturer Warranty; Strap Type: Chain; Compartment Description: Greater Than 17 Inches <br>']",,B07MGDFT9C
https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo3NTE5ODM1NDk2MDkwMjg4OjE2ODUwMjQyODY6c3BfbXRmOjIwMDk3NjEyMjMxNjk4OjowOjo&url=%2Fuppercase-Backpack-1800EBP1-resistant-sustainable%2Fdp%2FB0B9T4YDPX%2Fref%3Dsr_1_92_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685024286%26sprefix%3Dba%252Caps%252C283%26sr%3D8-92-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,Acefour Accessories Pvt. Ltd.,"['Care Instructions: Wipe with Damp Cloth', 'Please reach out to our customer care at +91 8691800800 or email at customercare@uppercase.co.in for warranty registration and any query regarding the product. Handcrafted with care and made up of premium quality robust material <br>', 'Printed & Compact yet spacious; Wrinkle free bag and 3x more water resistant with Rainproof zippers <br>', 'Right sized with sturdy stitching; Dimension: (30.3 cm x 14.5 cm x 43 cm); Warranty: 750 days international warranty <br>', 'GRS certified for sustainability; The GRS (Global Recycled Standard) is intended for use with any product that contains at least 50% Recycled Material (License No. CMPY-158596); Padded laptop compartment fits up to 15"" Laptop, Front Access pocket & Back padding with Air mesh <br>', 'Material Type: Polyester; Pocket Description: Stash Pocket; Special Features: Waterproof; Lining Description: Polyester; Style Name: Casual; Age Range Description: Adult <br>']",,B0B9T4YDPX
https://www.amazon.in//Bennett-15-6-inch-College-Repellent-Backpack/dp/B09WZKHSDR/ref=sr_1_93?crid=2M096C61O4MLT&keywords=bags&qid=1685024286&sprefix=ba%2Caps%2C283&sr=8-93,"Texcoco Enterprises, 9958166528, Texcoco Enterprises, 9958166528","['✔ PERFECT SIZE & STORAGE SPACE: One separate laptop compartment hold 15.6 Inch Laptop as well as 15 Inch,14 Inch and 13 Inch Laptop and Tablet. And spacious packing compartment roomy for daily necessities, iPad, charger, binders, books, clothes, stationary, college supplies, notebook, electronic accessories etc. Front pocket keep your wallet, phone, key, mobile etc. Mesh pockets at side for water bottle and compact umbrella make your items organized and easier to find.Ideal book bag backpack for high school boys perfectly.', '✔ COMFY & STURDY: Made from WATER RESISTANT and DURABLE ECO-FRIENDLY nylon fabric with Two PADDED shoulder straps, relieve the stress of shoulder, simple but comfortable back design offer your great back support, making your working, journey and travelling more convenient wherever you go. you can use it such as office bag for men . office bag for women .', '✔ COMPACT AND EASY TO CARRY: Light-weight Carrying and perfect for business traveling or trip, weekend getaways, back to school, outdoor activities and college bag for men etc;', '✔ MULTIPURPOSE & SIZE: 20 x 12.2 x 5.7 Inch, perfect to throw under your seat on an airplane when you are traveling or on business trip. Suitable for back to school college, can be easily stored. Good choose for a business laptop backpack, work backpack, laptop bag for men and women, also will be a good gifts for women, gifts for men, gifts for boyfriend or girlfriend and gift bag for travelers.', '✔ MADE IN INDIA: Bennett Casual Backpack is fully manufactured in India and pass through stringent quality tests and checks.The Bennett casual laptop backpack comes with 6 month warranty.']",,B09WZKHSDR
https://www.amazon.in//Shalimar-Capacity-Travel-Storage-Duffel/dp/B09TPHFMX7/ref=sr_1_94?crid=2M096C61O4MLT&keywords=bags&qid=1685024286&sprefix=ba%2Caps%2C283&sr=8-94,"Vikrant Extrusion , Daman","['Easy Backpack to carry<br><br>', 'Convenient Handles<br><br>', 'Easy to fold and Store<br><br>', 'Sturdy and Durable<br><br>', 'Closure Type: Zipper; Strap Type: Adjustable; Handle Type: Web Handle<br>']",,B09TPHFMX7
https://www.amazon.in//American-Tourister-AMT-SCH-BAG02/dp/B07CGLDV2C/ref=sr_1_95?crid=2M096C61O4MLT&keywords=bags&qid=1685024286&sprefix=ba%2Caps%2C283&sr=8-95,18-Apr-18,"['Laptop Compatibility: No, Strap Type: Adjustable', 'Mesh Padding on back & shoulder strap to provide comfort & better back support', 'Mesh Padding on back & shoulder strap to provide comfort & better back support', 'Mesh Padding on back & shoulder strap to provide comfort & better back support']",,B07CGLDV2C
https://www.amazon.in//NETTIE-Cotton-Carry-Strap-Drawstring/dp/B08LBT1R9J/ref=sr_1_96?crid=2M096C61O4MLT&keywords=bags&qid=1685024286&sprefix=ba%2Caps%2C283&sr=8-96,India,"['PLEASE NOTE: Suitable for Yoga Mat With 5MM TO 10MM THICKNESS AND DIMENSIONS UP TO 2 FT WIDTH X 6 FT. LENGTH. Cotton carry bag for yoga mat for storing and carrying your yoga mat with ease<br>', 'Made of premium grade cotton material<br>', 'High quality drawstring rope for closure<br>', 'Cross strap for carrying on shoulder with ease<br>', 'Reinforced base with double-stitch for srtength and durability<br>']",,B08LBT1R9J
https://www.amazon.in//Half-Moon-Waterproof-Laptop-Backpack/dp/B09QM9N1B3/ref=sr_1_97?crid=2M096C61O4MLT&keywords=bags&qid=1685024286&sprefix=ba%2Caps%2C283&sr=8-97,Half_Moon,"['SPACIOUS AND LIGHTWEIGHT: Light weight & spacious laptop bag for men comes with 3 compartments. One is for carrying laptop inside (Upto 17""), with padding for safety, and space for laptop accessories like charger, etc. Second compartment of office bag for men is for books, files & all your day to day essentials. And third compartment of backpack for men is for your extra stuff. Laptop backpacks for men has provision for holding bottles on both sides & has padded shoulder straps for your comfort', 'COMFORT WITH QUALITY: This backpack for men has Wide, Padded & Adjustable shoulder straps & Padded Back for comfort in carrying heavy items. The laptop bag for men is stitched properly & Bartacks on every pressure point for extra durability. The office bag for men are made with strong yet light weight polyester fabric with heavy zippers. College Bags for men also comes with a Rain cover so that you can travel during rainy season without any problem. This laptop bag can be used by everyone.', 'SMART & TRENDY LOOKS: This Large backpack for men is smart, trendy and stylish in looks. The multipurpose college bags for men looks smart, athletic and venturesome and the blend of grey and red makes it appear exquisite. Your hiking trips, mountaineering experience cannot get completed without this amazing trekking backpack. PREMIUM FABRIC : Premium Polyester, Stylish and durable backpack for school /college and travel. Easily accommodate a laptop. Size: 45 cm X 31 cm X 22 cm', 'ENDURING & LONG LASTING: This trekking backpack for men/laptop bag for men is made up of highly durable material, which makes it suitable for all weather conditions including rains & extreme scorching heat. It will not only keep the inside stuff safe but will also resist damage to itself. INTERNAL ORGANISER: This backpack has an Organiser that is small pockets inside the front compartment for holding pens, ID cards, etc. These pockets are very useful in organizing your small day-to-day items.', 'OTHER FEATURES OF LAPTOP BAG FOR MEN: The office bag for men / office bag for women is Strong and durable zippers, Adjustable Shoulder Handles (Straps) , 2 Bottle/Umbrella holders , Padded Handle , Padded Laptop Compartment , Ergonomic Design, Reflector Logo, etc.']",,B09QM9N1B3
https://www.amazon.in//Tabelito-Laptop-Backpack-15-6-inch-Repellent/dp/B08Y5S6C2P/ref=sr_1_98?crid=2M096C61O4MLT&keywords=bags&qid=1685024286&sprefix=ba%2Caps%2C283&sr=8-98,"Tabelito Trade India, Tabelito Trade India, Prop No: 5, Ground Floor, Kh No:641, Village Rithala, Land Mark: Near Suzuki service center (Rithala), Contact : +919958166528","['PERFECT SIZE & STORAGE SPACE: This laptop backpack is the ideal size to store your 15.6-inch, 15-inch or 14-inch laptop as well as other items. Convenient main compartments for clothes, folders, and books, an iPad, and other items. Keep your phone and money in the pockets. School bag for girls / bags for women / kids school bag / college bags for boys / laptop backpack', ""Front two slanted pockets on Tabelito laptop backpacks are ideal for quick items like your work ID, powerbank, phone charger and cables or wallet. Your belongings are organised with keys for an open door, two side pockets for a water bottle, and a small umbrella. It can be used as a backpack for males, a women's backpack or a school bag for girls. You can give it to males as a present. luggage for travel"", ""COMFORTABLE & STURDY: Made of WATER RESISTANT and DURABLE ECO-FRIENDLY nylon fabric with Two PADDED shoulder straps, reduce shoulder stress, basic but comfortable back design offers your wonderful back support, making your working, trip, and travelling more convenient wherever you go. You might use it as a men's office bag."", 'Light-weight carrying and ideal for weekend excursions, back-to-school, outdoor activities, and college bags for men, among other things;', 'Sized at 20 x 12.2 x 5.7 inches, this multipurpose bag is the ideal size to tuck under your seat while flying or on a business trip. Ideal for college back to school, conveniently storable. A excellent option for a work laptop bag, a business laptop bag, a laptop bag for men and women, as well as a gift bag for travellers, boyfriends, girlfriends, and men.']",,B08Y5S6C2P
https://www.amazon.in//ASTRID-Blue-Diamond-Textured-Cotton/dp/B08W5DQ33D/ref=sr_1_99?crid=2M096C61O4MLT&keywords=bags&qid=1685024286&sprefix=ba%2Caps%2C283&sr=8-99,SAAV TEX PVT LTD,"['Closure: Zipper', '""TOTE BAGS FOR WOMEN AND GIRLS – This cotton handbag for women is lightweight and comfortable to carry. This cloth handbag for women, made with beautiful cotton canvas dhurry, measuring 33x33x8 cm, with 10 kg capacity,inside zip pocket and zipper closure this college bag for women is perfect for any outfit and occasion.', 'SUSTAINABLE MATERIALS : This Bag is made out of all natural and 100% biodegradable materials. At ASTRID, We care about our environment and ensure that we only use best quality biodegradable materials.', 'SIMPLE AND GENTLE WASH-CARE: Just wipe them out with a soft moist cloth to clean. Keep these bags for women stuffed when not in use to avoid wrinkles.', 'ETHICALLY MANUFACTURED: A bag that sticks with you for a long time is a keeper! At ASTRID, Each bag is made with love in ethically certified manufacturing facilities in India.']",,B08W5DQ33D
https://www.amazon.in//Resistant-Photography-Accessories-Compatible-Panasonic/dp/B0BRJLWQ6R/ref=sr_1_100?crid=2M096C61O4MLT&keywords=bags&qid=1685024286&sprefix=ba%2Caps%2C283&sr=8-100,"Dyazo, Dyazo F 15 Ground Floor Okhala phase 1 New Delhi 110020 customer care 7270000727","['Dimension : External 26\'\' x 20\'\' x 15\'\' Cms. Internal Dimension 25"" x19 "" x 15 "" Fits 1 camera +1 spare lens + mobile phone + filter + SD card.', 'Multiple Accessory Pockets : to organize and keep memory cards, cables, lens caps, extra batteries, or other small accessories.', 'Detachable shoulder strap : adjustable and can also be worn cross-body. Made from durable fabric material, outfitted with a padded carry handle.', 'Fully Padded camera compartment : is with shock absorbent padding to protect your cameras and accessories.']",,B0BRJLWQ6R
https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo3NTE5ODM1NDk2MDkwMjg4OjE2ODUwMjQyODY6c3BfYnRmOjIwMDY1NTMzNjg0Njk4OjowOjo&url=%2FPOLICE-ltrs-cms-backpack-PTO020008_1_black%2Fdp%2FB0B81YTTWS%2Fref%3Dsr_1_101_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685024286%26sprefix%3Dba%252Caps%252C283%26sr%3D8-101-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,Acefour Accessories Pvt. Ltd.,"['Care Instructions: Wipe with Damp Cloth', 'Handcrafted with care and made up of premium quality robust material, Wrinkle free bag and 3x more water resistant with Rainproof zippers']",,B0B81YTTWS
